"id","parent_id","usuario_id","tipo_sigo_id","tipo_marca_id","clase_id","pais_id","numero_solicitud","nombre","numero_registro","fecha_registro","numero_renovacion","numero_publicacion","numero_gaceta","fecha_publicacion","fecha_importacion","activo","valido","importado","activa","created_at","updated_at","anterior","propia"
15509,0,1,1,1,5,,"2072-2003","CONFIDAN","95337-C",12/08/2004,,"106638","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15510,0,1,1,1,5,,"2071-2003","DELPAR","95336-C",12/08/2004,,"106637","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15511,0,1,1,1,5,,"2070-2003","KINOVA","95335-C",12/08/2004,,"106636","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15512,0,1,1,1,5,,"2067-2003","NEUPRO","95342-C",12/08/2004,,"106633","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15513,0,1,1,1,5,,"2069-2003","PARGON","95325-C",12/08/2004,,"106635","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15514,0,1,1,1,5,,"2068-2003","PROLON",,,,"106634","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15515,0,1,3,1,16,,"2093-2003","ESIKA E","95310-C",11/08/2004,,"107021","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15516,0,1,1,1,5,,"2133-2003","ACTIFAST","95595-C",20/08/2004,,"106672","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15518,0,1,1,1,5,,"2132-2003","PRIORIX-TETRA","95331-C",12/08/2004,,"106671","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15519,0,1,1,1,5,,,"GLAXO","16666-C",30/03/1963,"68167-A","14097",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15520,0,1,1,1,5,,,"TRACRIUM","41762-C",12/01/1983,"62808-A","42581",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15521,0,1,1,1,10,,,"VENTIDE","42854-C",27/10/1983,"67658-A","43480",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15522,0,1,0,1,1,,,"WELLCOME","5593-C",15/09/1943,"62816-A","1397",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15523,0,1,1,1,5,,,"WELLCOME","5593-C",15/09/1943,"62818-A","1397",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15524,0,1,2,1,1,,,"WELLCOME","42739-C",09/09/1983,"62817-A","43327",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15525,0,1,2,1,5,,,"WELLCOME","42740-C",09/09/1983,"62815-A","43283",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15526,0,1,2,1,5,,,"ZOVIRAX","42907-C",16/12/1983,"62795-A","43224",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15527,0,1,3,1,5,,"2365-2003","PREMIER",,,,"107100","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15528,0,1,3,1,30,,"2366-2003","AGUILA",,,,"107101","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15529,0,1,1,1,3,,"2223-2003","SENSSAGE DE EBEL","95338-C",12/08/2004,,"106708","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15530,0,1,1,1,5,,"2243-2003","BTX-A","100367-C",22/08/2005,,"106717","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15531,0,1,1,1,5,,"2242-2003","TBX-A","95340-C",12/08/2004,,"106716","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15532,0,1,3,1,25,,"2296-2003","OSSIRA","95333-C",12/08/2004,,"107087","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15828,0,1,1,1,5,,"3819-2003","ACNOTIN","98297-C",11/03/2005,,"108214","2668",21/10/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15829,0,1,3,1,6,,"3887-2003","PENTAGONO","98084-C",28/01/2005,,"108612","2668",21/10/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15874,0,1,1,1,33,,"4115-2003","BARCELÓ IMPERIAL","98051-C",21/01/2005,,"108367","2668",21/10/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15289,0,1,3,1,26,,"1268-2003","DISEÑO - 100% CAFÉ DE COLOMBIA","96201-C",09/09/2004,,"106607","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15290,0,1,3,1,27,,"1267-2003","DISEÑO - 100% CAFÉ DE COLOMBIA","96207-C",09/09/2004,,"106606","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15291,0,1,3,1,28,,"1266-2003","DISEÑO - 100% CAFÉ DE COLOMBIA","96205-C",09/09/2004,,"106605","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15292,0,1,3,1,29,,"1273-2003","DISEÑO - 100% CAFÉ DE COLOMBIA","96321-C",14/09/2004,,"106612","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15293,0,1,3,1,30,,"1265-2003","DISEÑO - 100% CAFÉ DE COLOMBIA","96322-C",14/09/2004,,"106604","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15294,0,1,3,1,31,,"1264-2003","DISEÑO - 100% CAFÉ DE COLOMBIA","96202-C",09/09/2004,,"106603","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15295,0,1,3,1,32,,"1274-2003","DISEÑO - 100% CAFÉ DE COLOMBIA","96209-C",09/09/2004,,"106613","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15296,0,1,3,1,33,,"1263-2003","DISEÑO - 100% CAFÉ DE COLOMBIA","96078-C",01/09/2004,,"106602","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15297,0,1,3,1,34,,"1275-2003","DISEÑO - 100% CAFÉ DE COLOMBIA","97395-C",06/12/2004,,"106614","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15298,0,1,3,2,35,,"1276-2003","DISEÑO - 100% CAFÉ DE COLOMBIA","96208-C",09/09/2004,,"106615","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15299,0,1,3,2,43,,"1262-2003","DISEÑO - 100% CAFÉ DE COLOMBIA","95957-C",01/09/2004,,"106601","2561",05/02/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15300,0,1,3,1,30,,"1222-2003","JUAN VALDEZ","94818-C",07/07/2004,,"106583","2527",29/09/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14443,0,1,1,1,29,,"1643-1990","ZENU","51727-C",03/09/1991,"59845-A","53489","1694",24/06/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14444,0,1,1,1,30,,"1642-1990","FRUNAS","51728-C",03/09/1991,"59869-A","53488","1694",24/06/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14445,0,1,1,1,30,,"1640-1990","CHUPITO","51729-C",03/09/1991,"59867-A","53487","1694",24/06/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14446,0,1,1,1,12,,"0200-1991","TINO","52247-C",15/11/1991,"60132-A","53813","1702",21/08/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14447,0,1,1,1,30,,"1708-2002","SUPER 1","92204-C",23/01/2004,,"101405","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14448,0,1,1,1,5,,"1711-2002","CALDEVAL","92031-C",19/12/2003,,"101406","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14449,0,1,1,1,5,,"1712-2002","DUALTEN EUROLAB","92033-C",19/12/2003,,"101720","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14450,0,1,1,1,29,,"1338-1994","GRANJA IRIS","61563-C",07/08/1996,"71286-A","64133",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14451,0,1,1,1,29,,"1335-1994","LA SERENISIMA FE","61568-C",07/08/1996,,,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14452,0,1,1,1,29,,"1337-1994","MASTELLONE","61565-C",07/08/1996,"71295-A","64132",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
16316,0,1,1,1,5,,"2645-2004","LANSODOM","103801-C",31/05/2006,,"111768","2795",23/09/2005,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
17663,0,1,3,2,38,,"0518-2006","GO","107363-C",09/02/2007,,"118238","2896",16/06/2006,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14458,0,1,1,1,29,,"1340-1994","SERENITO","61564-C",07/08/1996,"71294-A","64135",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14459,0,1,1,1,29,,"0542-1994","CLAMOR","63513-C",18/04/1997,"71631-A",,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14460,0,1,1,1,29,,"0705-1994","CASANTO INTEGRAL","63511-C",18/04/1997,,,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14461,0,1,0,1,29,,"1943-1991","LA SERENISIMA","54054-C",24/11/1992,"62571-A",,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14462,0,1,1,1,29,,,"DON PASCUAL","43805-C",07/05/1985,"49269-A","42719",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14463,0,1,1,1,29,,"1463-1995","SER","65931-C",28/05/1998,,"68350",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14464,0,1,0,1,29,,"1876-1995","ECOLECHE - 666","76428-C",09/12/1999,,"68763",,,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14465,0,1,5,0,29,,"3314-1994","SERENISIMA LA VERDAD LACTEA",,,,"66075",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14466,0,1,2,3,29,,"3313-1994","LA SERENISIMA-LA VERDAD LACTEA","62199-C",16/10/2006,,"66074",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14467,0,1,3,1,29,,"1464-1995","LA SERENISSIMA - 666","74524-C",25/08/1999,,"68351",,,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14468,0,1,1,1,16,,,"KARICIA","47267-C",31/05/1988,"71056-A","43272","1316",16/03/1983,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14469,0,1,1,1,16,,,"GARDENIA","47268-C",31/05/1988,"71054-A","43273","1316",16/03/1983,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14470,0,1,1,1,16,,,"MARACAY","47265-C",31/05/1988,"71055-A","43275","1316",16/03/1983,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14471,0,1,1,1,16,,"1631-82","PETALO","47266-C",31/05/1988,"53505-A","43271","1316",16/03/1983,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14472,0,1,3,1,9,,"1746-2002","SISTEMI ECOLOGICO TP TURBO POWER","93851-C",14/04/2004,,"101947","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14473,0,1,3,4,0,,"1747-2002","R SHOPPING","94291-C",19/05/2004,,"101948","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14474,0,1,3,2,35,,"1748-2002","R SHOPPING","94006-C",23/04/2004,,"101949","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14475,0,1,1,1,5,,"1749-2002","LEVOFAMIL","94285-C",19/05/2004,,"101419","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14476,0,1,1,1,16,,"0697-1989","MIMITO","49921-C",24/05/1990,"56773-A","50833","1613",15/09/1989,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14477,0,1,1,1,5,,"0698-1989","MIMITO","49920-C",24/05/1990,"56774-A","50834","1613",15/09/1989,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14478,0,1,1,1,3,,"1726-1991","MIMITO","53744-C",22/09/1992,"63161-A","55038","1710",07/11/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14479,0,1,1,1,28,,"1726-1990","MIMITO","52293-C",10/12/1991,"60692-A","53568","1697",08/07/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14480,0,1,1,1,5,,"1753-2002","QUEXEL","93885-C",15/04/2004,,"101423","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14481,0,1,1,1,5,,"1754-2002","VELUXUS","93853-C",14/04/2004,,"101424","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14482,0,1,1,1,5,,"1763-2002","TRITACE","93884-C",15/04/2004,,"101430","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14483,0,1,1,1,5,,"1778-2002","REFTAZ","95038-C",26/07/2004,,"102376","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14484,0,1,1,1,5,,"1779-2002","CIFRAN","94284-C",19/05/2004,,"102377","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14485,0,1,1,1,5,,"1780-2002","ROLETRA","94303-C",19/05/2004,,"102378","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14486,0,1,1,1,5,,"1781-2002","SOTRET","94304-C",19/05/2004,,"102379","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14487,0,1,1,1,5,,"1782-2002","ZANOCIN","94300-C",19/05/2004,,"102380","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14488,0,1,1,1,5,,"1783-2002","RANBAXY","94294-C",19/05/2004,,"102381","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14489,0,1,1,1,5,,"1784-2002","SPORIDEX - 666",,,,"102382","2461",10/02/2003,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14490,0,1,1,1,5,,"1785-2002","COVANCE","96476-C",29/09/2004,,"102383","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14491,0,1,1,1,5,,"1786-2002","ENHANCIN","94281-C",19/05/2004,,"102384","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14492,0,1,1,1,5,,"1787-2002","ROSCILLIN","94305-C",19/05/2004,,"102385","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14493,0,1,1,1,5,,"1788-2002","ROFIBAX","94266-C",18/05/2004,,"102386","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14494,0,1,1,1,5,,"1789-2002","NORBACTIN","95037-C",26/07/2004,,"102959","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14495,0,1,1,1,5,,"1790-2002","NIFICARD","94282-C",19/05/2004,,"102387","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14496,0,1,1,1,5,,"1791-2002","CEPODEM","95032-C",26/07/2004,,"102388","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14497,0,1,1,1,5,,"1792-2002","CELIPRES","95033-C",26/07/2004,,"102389","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14498,0,1,1,1,5,,"1793-2002","INVORIL","109581-C",05/07/2007,,"102390","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14499,0,1,1,1,5,,"1794-2002","RANOXYL","95039-C",26/07/2004,,"102391","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14500,0,1,1,1,5,,"1795-2002","COLCIBRA","95044-C",26/07/2004,,"102392","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14501,0,1,1,1,5,,"1796-2002","OFRAMAX","95035-C",26/07/2004,,"102393","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14502,0,1,1,1,5,,"1797-2002","ROVACOR","95031-C",26/07/2004,,"102394","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14503,0,1,1,1,5,,"1798-2002","CEFCOR","95041-C",26/07/2004,,"102395","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14504,0,1,1,1,5,,"1799-2002","CEROXIM","95040-C",26/07/2004,,"102396","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14505,0,1,1,1,5,,"1800-2002","FULSED",,,,"102398","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14506,0,1,1,1,5,,"1801-2002","SIMVOR",,,,"102397","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14507,0,1,1,1,5,,"1802-2002","LYTROL","95029-C",26/07/2004,,"102399","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14508,0,1,1,1,5,,"1803-2002","TETRADOX","95042-C",26/07/2004,,"102400","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14509,0,1,1,1,5,,"1755-2002","ZOLEPTIL - 666",,,,"101425","2440",12/11/2002,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14510,0,1,3,1,32,,"1804-2002","QUEEN PIÑA","91118-C",11/09/2003,,"101951","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14511,0,1,3,1,32,,"1805-2002","ORANGE QUEEN","91119-C",11/09/2003,,"101952","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14512,0,1,3,1,32,,"1806-2002","QUEEN","91117-C",11/09/2003,,"101953","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14513,0,1,3,1,18,,"1820-2002","VELEZ","93845-C",13/04/2004,,"101958","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14514,0,1,1,1,25,,"1821-2002","VELEZ","93846-C",13/04/2004,,"101959","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14515,0,1,3,1,18,,"1852-2002","CY.ZONE","93810-C",12/04/2004,,"101965","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14516,0,1,3,1,3,,"1853-2002","CY.ZONE","93826-C",12/04/2004,,"101966","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14517,0,1,3,1,14,,"1854-2002","CY.ZONE","94009-C",23/04/2004,,"102227","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14518,0,1,3,1,16,,"1855-2002","CY.ZONE","93850-C",14/04/2004,,"101967","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14519,0,1,3,1,25,,"1856-2002","CY.ZONE","94005-C",23/04/2004,,"101968","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14520,0,1,1,3,16,,"1857-2002","LA SUAVIDAD QUE RESISTE TODO",,,,"101449","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14521,0,1,3,1,25,,"1858-2002","SAPATOTERAPIA SUPER COMFORT","93977-C",21/04/2004,,"101969","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14522,0,1,3,1,17,,"1880-2002","TTO TAI TSUANG","93831-C",13/04/2004,,"101976","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14523,0,1,1,1,30,,"1638-1990","ZENU","51736-C",03/09/1991,"60116-A","53485","1694",24/06/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14524,0,1,1,1,1,,"1085-1993","BASILEN - 666","58117-C",23/02/1995,,"60636","1854",01/12/1994,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14526,0,1,1,1,2,,,"COLLOISOL","10669-C",26/03/1952,"65711-A","7161",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14527,0,1,1,1,1,,"0355-1993","PALANIL","57310-C",30/09/1994,,"59943","1835",20/07/1994,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14528,0,1,1,1,2,,,"INDANTHREN","2323-C",12/07/2028,"71702-A",,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14529,0,1,1,1,5,,"1938-2002","IZALUS","93883-C",15/04/2004,,"101470","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14530,0,1,1,1,5,,"1939-2002","SHORANT","93854-C",14/04/2004,,"101471","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14531,0,1,1,1,5,,,"FLAGYL","16153-C",01/10/1962,"60543-A","13607",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14532,0,1,1,1,5,,,"FLAGYSTATIN","27173-C",15/08/1972,"60548-A","27030",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14533,0,1,1,1,5,,"1980-2002","APIDRA","95220-C",30/07/2004,,"102977","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14534,0,1,1,1,5,,"1804-1996","SEDOPECT",,,,"72915","1967",17/01/1997,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14535,0,1,1,1,5,,"1805-1996","PASMOFLAT",,,,"72916","1967",17/01/1997,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14539,0,1,1,1,5,,"2019-2002","NIOFEN FLU","111563-C",14/11/2007,,"101489","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14540,0,1,1,1,5,,"2053-2002","LEODRIN LIQUICAPS 70",,,,"104683","2482",12/05/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14541,0,1,1,1,5,,"2054-2002","HIPER CADEVIT","93069-C",17/02/2004,,"104684","2482",12/05/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14542,0,1,1,1,5,,"2055-2002","QUIETIDIN","93068-C",17/02/2004,,"104685","2482",12/05/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14543,0,1,1,1,5,,"2056-2002","PEDIASEA","93067-C",17/02/2004,,"104686","2482",12/05/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14544,0,1,1,1,5,,"2057-2002","LOSIRAL","93101-C",18/02/2004,,"104687","2482",12/05/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14545,0,1,1,1,5,,"2058-2002","KAPLUS","93100-C",18/02/2004,,"104688","2482",12/05/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14546,0,1,1,1,5,,"2018-2002","ENODOR","93852-C",14/04/2004,,"101488","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14547,0,1,1,1,7,,"2048-2002","AGROMETAL","93808-C",12/04/2004,,"101501","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14548,0,1,1,1,5,,"2112-2002","DEXAMIN","92075-C",22/12/2003,,"101534","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14549,0,1,1,1,5,,"2111-2002","GLOBITAN","92076-C",22/12/2003,,"101533","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14550,0,1,1,1,5,,"2113-2002","CROMISON - 666",,,,,,,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14551,0,1,1,1,5,,"2120-2002","SOLUCLEAR","92070-C",22/12/2003,,"101541","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14552,0,1,1,1,5,,"2119-2002","GLAUTAXOL",,,,"101540","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14553,0,1,1,1,5,,"2118-2002","PENTOLAN","92071-C",22/12/2003,,"101539","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14554,0,1,1,1,5,,"2117-2002","MIDRIOPTIC","92072-C",22/12/2003,,"101538","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14555,0,1,1,1,5,,"2107-2002","SIGMAIMMUN","94298-C",19/05/2004,,"101530","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14556,0,1,1,1,5,,"2106-2002","SIGMAIMMUN MICROEMULSION","94290-C",19/05/2004,,"101529","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14574,0,1,1,1,5,,"2157-2002","PYLOPAC","93975-C",21/04/2004,,"101554","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14575,0,1,1,1,3,,"2134-2002","DJ GIRL","93974-C",21/04/2004,,"101545","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14576,0,1,1,2,38,,"2135-2002","TELE FREE","94210-C",14/05/2004,,"105492","2505",25/07/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14577,0,1,3,2,38,,"2136-2002","TELECARD HOGAR","94216-C",14/05/2004,,"105857","2505",25/07/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14578,0,1,3,2,38,,"2137-2002","TELECARD DURA MAS","94213-C",14/05/2004,,"105858","2505",25/07/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14579,0,1,3,2,38,,"2138-2002","TELE 2 La línea telefónica que va con vos","94212-C",14/05/2004,,"105859","2505",25/07/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14580,0,1,1,1,5,,"2215-2002","HIPERCAPRIMIDA","92080-C",22/12/2003,,"101581","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14581,0,1,1,1,5,,"2216-2002","HIPERKAPLUS","95708-C",24/08/2004,,"102412","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14582,0,1,1,1,5,,,"NADEM","42234-C",30/03/1983,"62383-A","31590",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14583,0,1,1,1,5,,,"RUCATEN PREDNISOLONA","42235-C",30/03/1983,"62386-A","31591",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14584,0,1,3,1,3,,"2179-2002","TEMPS DE BALANCE","94008-C",23/04/2004,,"102049","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
