"id","parent_id","usuario_id","tipo_sigo_id","tipo_marca_id","clase_id","pais_id","numero_solicitud","nombre","numero_registro","fecha_registro","numero_renovacion","numero_publicacion","numero_gaceta","fecha_publicacion","fecha_importacion","activo","valido","importado","activa","created_at","updated_at","anterior","propia"
15045,0,1,1,1,5,,"3969-2002","AMISPED","95864-C",30/08/2004,,"105121","2482",12/05/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15046,0,1,1,1,5,,"3996-2002","XETHAVEC","99642-C",22/06/2005,,"103935","2465",12/03/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15047,0,1,1,1,5,,"4001-2002","MALTOFER - 666",,,,"103940","2465",12/03/2003,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
15048,0,1,1,1,5,,"3999-2002","MEBEROL","92623-C",06/02/2004,,"103938","2465",12/03/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15049,0,1,1,1,32,,"3995-2002","PILSEN",,,,"103934","2465",12/03/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15050,0,1,1,1,3,,"4000-2002","BODYMANIC","92614-C",06/02/2004,,"103939","2465",12/03/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15051,0,1,1,1,32,,"0969-1993","KANU","80713-C",10/08/2000,,"60521","1843",08/09/1994,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15052,0,1,1,1,30,,"0970-1993","KANU","80712-C",10/08/2000,,"60522","1843",08/09/1994,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15053,0,1,1,1,32,,"0967-1993","NEGRITA","90704-C",11/07/2003,,"60519","1843",08/09/1994,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15054,0,1,1,1,30,,"0968-1993","NEGRITA",,,,"60520","1843",08/09/1994,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15055,0,1,3,1,29,,"3118-2001","NEGRITA",,,,"99828","2410",17/07/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15056,0,1,1,1,9,,"4008-2002","POWERMEISTER","92735-C",09/02/2004,,"103944","2465",12/03/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15058,0,1,2,1,30,,"0133-1991","WONDER",,,,"53747","1699",03/08/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15057,0,1,1,1,9,,"4007-2002","GULFSTAR","92734-C",09/02/2004,,"103943","2465",12/03/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15059,0,1,1,1,5,,"0002-2003","VEPRAMA","92872-C",12/02/2004,,"104422","2482",12/05/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15060,0,1,3,1,5,,"0001-2003","STREPSILS S","92852-C",12/02/2004,,"104782","2482",12/05/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15061,0,1,3,2,42,,"0005-2003","EquiPetrol","92737-C",09/02/2004,,"104783","2482",12/05/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14263,0,1,1,1,30,,"1637-1990","SUPER 2","51735-C",03/09/1991,"59842-A","53484","1694",24/06/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14264,0,1,1,2,38,,"0648-2002","CELUFÁCIL","91116-C",11/09/2003,,"100465","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14265,0,1,1,2,38,,"0649-2002","CELUPÚBLICO","91115-C",11/09/2003,,"100466","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14266,0,1,1,1,5,,"0666-2002","XOLOF NICOLICH","105176-C",30/08/2006,,"100468","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14267,0,1,3,1,3,,"0667-2002","UNIVERSAL O BOTICARIO - 666","91189-C",17/09/2003,,"101011","2434",09/10/2002,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14268,0,1,3,1,3,,"0668-2002","BABY BOTI","91322-C",25/09/2003,,"101012","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14269,0,1,1,2,38,,"0679-2002","CELUMOVIL",,,,"100470","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14270,0,1,1,1,2,,"0345-1992","CENTERLITE-666","54467-C",16/03/1993,,"56680","1764",13/01/1993,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
16423,0,1,1,1,5,,"3543-2004","COAGUCHEK","102260-C",13/02/2006,,"112101","2795",23/09/2005,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19764,0,1,1,2,39,,"0032-2008","SOL","116428-C",03/12/2008,,"128687","3108",25/07/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19765,0,1,3,1,16,,"0033-2008","SOL CEMENTOS LIMA S.A.","116441-C",03/12/2008,,"129090","3108",25/07/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19805,0,1,1,1,32,,,"PILSNER URQUELL","13789-C",11/02/1958,"72617-A","10468",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19815,0,1,1,1,29,,"3246-2004","ATUN REAL",,,,"112786","2795",,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19816,0,1,1,1,29,,"4585-1995","COSTAMAR","73372-C",15/07/1999,"74915-A","71428",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19817,0,1,1,1,29,,"4586-1995","REAL MAR","73373-C",15/07/1999,"74916-A","71429",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19818,0,1,0,1,25,,"0376-2008","MARCA TRIDEMENSIONAL",,,,"135443","0040",06/07/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19819,0,1,1,1,3,,,"SCOTCHBRITE","29131-C",14/03/1974,"70762-A","28769","813",31/10/1973,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19820,0,1,1,1,21,,,"SCOTCHBRITE","29131-C",14/03/1974,"70761-A","28769","813",31/10/1973,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19821,0,1,3,1,20,,"0464-2008","SPRING AIR",,,,"129713","3108",25/07/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19822,0,1,3,1,24,,"0463-2008","SPRING AIR",,,,"129712","3108",25/07/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19823,0,1,3,2,35,,"0462-2008","SPRING AIR",,,,"129711","3108",25/07/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19824,0,1,1,1,5,,"0372-2008","STINAMA","116199-C",26/11/2008,,"128793","3108",25/07/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19825,0,1,1,1,5,,"0375-2008","ATRIANCE","116196-C",26/11/2008,,"128796","3108",25/07/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19826,0,1,1,1,5,,"0373-2008","VATOLIC","116198-C",26/11/2008,,"128794","3108",25/07/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19827,0,1,1,1,5,,"0374-2008","ARRANON","116197-C",26/11/2008,,"128795","3108",25/07/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19828,0,1,3,1,3,,"0519-2008","NATURA AMÓ",,,,"129716","3108",25/07/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19829,0,1,3,1,1,,"0370-2008","SPEEDWET NG","116036-C",12/11/2008,,"129701","3108",25/07/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19830,0,1,3,1,1,,"0371-2008","HI-WET","116182-C",25/11/2008,,"129702","3108",25/07/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20823,0,1,1,1,5,,"0398-2009","MUCOSEC",,,,,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14308,0,1,1,1,32,,"1113-1991","PONY MALTA","52535-C",24/01/1992,"59409-A","54723","1712",15/11/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14309,0,1,1,1,32,,"1110-1991","BAVARIA","106408-C",21/11/2006,,"54720","1712",15/11/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14310,0,1,2,1,32,,"1765-1991","BAVARIA + GRAFICA","106409-C",21/11/2006,,"55361","1725",25/03/1992,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14311,0,1,0,1,32,,"1769-1991","PONY MALTA + GRAFICA",,,,"55365","1725",25/03/1992,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14312,0,1,1,1,5,,"0797-2002","ENOGRIP","91057-C",03/09/2003,,"100513","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14313,0,1,1,1,5,,"0798-2002","GRIPENO","91058-C",03/09/2003,,"100514","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14314,0,1,3,1,25,,"0799-2002","PARABELA","91034-C",02/09/2003,,"101025","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14315,0,1,3,1,25,,"0800-2002","VENUS BEACH","91035-C",02/09/2003,,"101026","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14316,0,1,3,1,3,,"0801-2002","DAYSCENT","91059-C",03/09/2003,,"101027","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14317,0,1,1,1,5,,"0941-2002","NISTAL COFAR - 666","94211-C",14/05/2004,,"105482","2505",25/07/2003,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14318,0,1,1,1,5,,"0942-2002","CORTIMED COFAR - 666","93018-C",17/02/2004,,"105483","2505",25/07/2003,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14319,0,1,3,2,35,,"0956-2002","CASA & IDEAS","94636-C",15/06/2004,,"101079","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14320,0,1,3,1,16,,"0974-2002","CALZANDINO","91191-C",17/09/2003,,"101088","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14321,0,1,3,1,25,,"0975-2002","CALZANDINO","91190-C",17/09/2003,,"101089","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14322,0,1,3,2,35,,"0976-2002","CALZANDINO","91060-C",03/09/2003,,"101090","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14323,0,1,1,2,43,,"1012-2002","BEMBOS BURGER GRILL","95223-C",30/07/2004,,"103726","2465",12/03/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14324,0,1,1,1,5,,,"ACTIFED ANTITUSIVO","26709-C",22/02/1972,"60578-A","25983",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14325,0,1,2,1,5,,"1631-1990","ANKH","52440-C",15/01/1992,"60304-A","53382","1694",24/06/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14326,0,1,1,1,5,,"0807-1991","EXOSURF","52974-C",26/03/1992,"60579-A","54391","1710",07/11/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14330,0,1,1,1,5,,"1040-2002","DANANTIZOL","91188-C",17/09/2003,,"100611","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14331,0,1,1,2,37,,"1048-2002","HYDROMATRIX","91457-C",06/10/2003,,"101619","2440",,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14332,0,1,1,1,7,,"1049-2002","HYDROMATRIX","91449-C",06/10/2003,,"101620","2440",12/11/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14333,0,1,3,1,28,,"1062-2002","CASA JAPON","91444-C",06/10/2003,,"101114","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15965,0,1,1,3,5,,"0636-2004","NOSOTRAS ES PARTE DE TI","99623-C",21/06/2005,,"109147","2679",19/11/2004,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
16801,0,1,0,1,5,,,"R en Monograma","7541-C",11/12/1946,"66975-A",,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19442,0,1,1,1,32,,"4041-2007","DASANI CON X-DEFENSE","113939-C",16/06/2008,,"126738","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19443,0,1,3,1,3,,"4139-2007","EXTREME INTENSE L'BEL","113511-C",21/05/2008,,"127125","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19444,0,1,3,1,3,,"4140-2007","L'BEL PRÉVENTIVE","113914-C",13/06/2008,,"127126","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19445,0,1,1,1,29,,"4200-2007","DON NICANOR","113977-C",30/06/2008,,"126790","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19446,0,1,1,1,5,,"4160-2007","PROCAPS CAPSULA LIQUIDA","114059-C",08/07/2008,,"126768","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19447,0,1,1,1,5,,"4185-2007","FARONKAL","113978-C",30/06/2008,,"126783","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19448,0,1,1,1,5,,"4141-2007","RITOPAR","114502-C",30/07/2008,,"126760","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19449,0,1,1,1,5,,"4142-2007","GINEDIOL",,,,"126761","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19450,0,1,1,1,5,,"4143-2007","PERLEA","114503-C",30/07/2008,,"126762","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19451,0,1,1,1,5,,"4144-2007","ENDOCORION","113922-C",13/06/2008,,"126763","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19452,0,1,1,1,5,,"4145-2007","EGESTAN",,,,"126764","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19453,0,1,1,1,5,,"4146-2007","FLORENCE","113975-C",30/06/2008,,"126765","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19454,0,1,1,1,5,,"4147-2007","EVELEA","113974-C",30/06/2008,,"126766","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19455,0,1,3,1,5,,"4182-2007","SAAT FAGGOT","114733-C",11/08/2008,,"127131","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19456,0,1,1,1,5,,"4159-2007","CEUDAL","113888-C",10/06/2008,,"126767","3070",29/02/2008,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19470,0,1,3,2,42,,"0561-2000","EL GLOBO","83131-C",02/03/2001,,"91536",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
19472,0,1,3,1,30,,"0560-2000","EL GLOBO","83130-C",02/03/2001,,"91535",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14334,0,1,3,2,35,,"1063-2002","CASA JAPON","91445-C",06/10/2003,,"101115","2434",09/10/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14335,0,1,1,1,26,,,"REY","26618-C",04/02/1972,"59973-A","24163","475",25/10/1969,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14336,0,1,1,1,5,,,"MILK OF MAGNESIA","3240-C",22/09/1932,"60455-A",,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14337,0,1,1,1,5,,"1017-1990","MIVACRIN","52652-C",04/02/1992,"60577-A","52871","1681",15/03/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14338,0,1,1,1,5,,"0276-1991","ROTADISK","52944-C",26/03/1992,"60336-A","53889","1702",21/08/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14339,0,1,1,1,5,,,"VENTOLIN","26634-C",08/02/1972,"45133-A","23021",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14340,0,1,1,1,5,,,"SURGAM","30835-C",15/07/1975,"66626-A","30601",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14341,0,1,1,1,5,,"3908-1994","SURGESTONE","61897-C",12/09/1996,"67666-A","66673","1936",31/05/1996,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14342,0,1,1,1,5,,,"SITILON - 666","26498-C",06/01/1972,"43971-A","26357",,,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14343,0,1,1,1,11,,"2022-1996","ATRIUM","74680-C",31/08/1999,,"72986",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14344,0,1,1,1,11,,"2023-1996","CALIPSO","74679-C",31/08/1999,,"72987",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14345,0,1,1,1,19,,"2049-1993","FLAMINGO","76137-C",25/11/1999,,"61572","1856",05/01/1995,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
17917,0,1,1,1,30,,"2055-2006","TURBO",,,,"120146","2931",20/10/2006,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14695,0,1,1,1,2,,"1806-1991","GRIFFIN","53983-C",17/11/1992,"60453-A","55401","1732",18/05/1992,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14696,0,1,1,1,9,,"1042-1990","MASTER","51355-C",29/05/1991,,"52896","1681",15/03/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14697,0,1,3,1,32,,"2460-2002","GÜITIG - 666","94399-C",24/05/2004,,"103199","2461",10/02/2003,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14698,0,1,3,1,32,,"2461-2002","THE TESALIA SPRINGS CO. - 666","94283-C",19/05/2004,,"103200","2461",10/02/2003,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14699,0,1,1,3,32,,"2462-2002","ENERGIA PURA - 666","94267-C",18/05/2004,,"102513","2461",10/02/2003,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14700,0,1,3,1,32,,"2463-2002","TESALIA SPORT - 666","94815-C",07/07/2004,,"103201","2461",10/02/2003,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14702,0,1,1,1,5,,"2464-2002","QUINTANRIX","95728-C",25/08/2004,,"102514","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14703,0,1,0,1,25,,,"MOTHERCARE & M","26282-C",19/10/1971,"62392-A","25749",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14704,0,1,1,1,14,,"0300-1991","MOVADO","52330-C",24/12/1991,"62419-A","53913","1702",21/08/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14705,0,1,1,1,30,,"0014-1991","LINDT","52468-C",17/01/1992,"60681-A","53628","1699",13/08/1991,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14706,0,1,1,1,16,,"2482-2002","OOOPS!","91435-C",06/10/2003,,"102518","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14707,0,1,3,1,29,,"2548-2002","FANNY",,,,"103224","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14708,0,1,3,1,29,,"2549-2002","GOLDEN FISH",,,,"103225","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14709,0,1,3,1,3,,"2550-2002","LA MOLINA","94295-C",19/05/2004,,"103226","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14881,0,1,1,1,5,,"2975-2002","CALCIDURAN","96167-C",07/09/2004,,"103108","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14882,0,1,1,5,35,,"2921-2001","SMART","94634-C",15/06/2004,,"98037","2384",21/03/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14883,0,1,1,4,35,,"2920-2001","SMART","94633-C",15/06/2004,,"98035","2384",21/03/2002,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14884,0,1,1,1,5,,"3531-1999","UPRIMA",,,,"89571","2211",18/04/2000,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14885,0,1,3,2,35,,"1317-1997","SMART","91045-C",02/09/2003,,"76650","2017",24/07/1997,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14886,0,1,1,1,5,,"1652-1989","QUITOSO","51363-C",04/06/1991,"61833-A","51781","1644",05/06/1990,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14887,0,1,1,1,5,,"3050-2002","MICOTERAT","95996-C",01/09/2004,,"103125","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14888,0,1,3,1,9,,"3231-2002","TOYOBAT","91192-C",17/09/2003,,"103459","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14889,0,1,3,1,9,,"3064-2002","TOYOCAR","103659-C",26/05/2006,,"103727","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14890,0,1,1,1,3,,"3066-2002","AVITIL","95862-C",30/08/2004,,"103129","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14891,0,1,1,1,3,,"3065-2002","VITIDERM","95860-C",30/08/2004,,"103130","2461",10/02/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14892,0,1,3,2,39,,"3175-2002","YOURS EVER - 666",,,,"104295","2465",12/03/2003,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14893,0,1,3,2,39,,"3176-2002","DREAM SKYWARD","94175-C",13/05/2004,,"104296","2465",12/03/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14894,0,1,1,1,39,,"3177-2002","TOMORROWING - 666",,,,"104297","2465",12/03/2003,07/08/2010,0,1,0,0,07/08/2010,07/08/2010,0,1
14895,0,1,3,1,39,,,"DISEÑO",,,,,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
14896,0,1,3,2,43,,"3174-2002","JAL","94180-C",13/05/2004,,"104294","2465",12/03/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
15062,0,1,3,2,39,,"0006-2003","EquiPetrol","92736-C",09/02/2004,,"104784","2482",12/05/2003,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
17838,0,1,1,1,11,,"1419-2006","ROBAX","108173-C",30/03/2007,,"118810","2905",11/07/2006,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
17839,0,1,1,1,19,,"1418-2006","ROBAX","108197-C",02/04/2007,,"118809","2905",11/07/2006,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20425,0,1,1,2,41,,"4552-1995","GW","66550-C",29/07/1998,"74108-A","71395",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20436,0,1,1,4,0,,"4177-2008","CORPORACION FARMACEUTICA RECALCINE","119882-C",31/07/2009,,"133719","3162",29/01/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20437,0,1,1,4,0,,"4173-2008","BIOPHARM",,,,"133715","3162",29/01/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20438,0,1,1,4,0,,"4175-2008","CFR BRINGS SCIENCE TO LIFE","119880-C",31/07/2009,,"133717","3162",29/01/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20439,0,1,1,1,5,,"0556-2009","DUODART",,,,"134625","0031",29/05/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20445,0,1,1,1,42,,"4553-1995","GW","66549-C",29/07/1998,"73022-A","71396",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20446,0,1,1,1,1,,"4551-1995","GW","66551-C",28/07/1998,"73021-A","71394",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20447,0,1,1,1,16,,"4547-1995","GW","66552-C",29/07/1998,"73020-A","71390",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20448,0,1,1,1,5,,,"ROTACAPS","35035-C",14/07/1978,"73019-A","35024",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20456,0,1,1,1,5,,"4565-2008","ABLHORMOGEL","119174-C",21/05/2009,,"132501","3159",15/01/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20457,0,1,1,1,5,,"4564-2008","ABL NOPTIC","119173-C",21/05/2009,,"132500","3159",15/01/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20458,0,1,1,1,5,,"4563-2008","ABL ACTISER T","119172-C",21/05/2009,,"132499","3159",15/01/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20832,0,1,1,1,32,,"0564-2009","DESTAPA LA FELICIDAD",,,,"134630","0031",29/05/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20833,0,1,3,1,16,,"0517-2009","DESDE EL MAS ALLA",,,,,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20834,0,1,1,1,9,,"0539-2009","TARGUS",,,,,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20835,0,1,2,1,5,,"0646-2009","DISEÑO",,,,"134776","0031",29/05/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20836,0,1,1,1,5,,"0635-2009","DAYFLU GRIPE",,,,"134658","0031",29/05/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20837,0,1,3,1,7,,"0621-2009","WALTER",,,,,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20838,0,1,3,1,8,,"0620-2009","WALTER",,,,,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20839,0,1,3,1,9,,"0619-2009","WALTER",,,,,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20840,0,1,1,1,19,,"0645-2009","ENDURIS",,,,,,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20841,0,1,3,1,3,,"0681-2009","TENTATEUR",,,,"134792","0031",29/05/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20842,0,1,3,1,29,,"0966-1996","CAMPERO","75120-C",30/09/1999,,"82002",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20843,0,1,3,1,30,,"0967-1996","CAMPERO","75121-C",30/09/1999,,"82003",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20844,0,1,3,2,42,,"0968-1996","CAMPERO","76036-C",17/11/1999,,"85593",,,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20845,0,1,3,2,38,,"0677-2009","ESIKA",,,,"134788","0031",29/05/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
20846,0,1,3,2,41,,"0678-2009","ESIKA",,,,"134789","0031",29/05/2009,07/08/2010,1,1,0,1,07/08/2010,07/08/2010,0,1
